Session_ID,Session_Date,Start_Hour,Station_ID,City,State,Station_Ownership,Charger_Type,Connector_Type,Customer_Type,Payment_Method,Session_Duration_Hours,Energy_Consumed_kWh,Price_per_kWh,Revenue,Electricity_Cost,Maintenance_Cost,Other_Cost,Profit,Occupancy_Rate_Pct,Customer_Rating,Session_Status
SES-001606,2024-03-16,17,EV-007,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Taxi/Ride-share,Card,0.35,7.01,10.12,70.94,50.64,36.44,30.41,-46.55,18.7,3.7,Completed
SES-002749,2024-10-08,18,EV-021,Mumbai,Maharashtra,Own,DC Fast,CCS2,Private,Wallet,0.73,23.87,13.5,322.24,129.72,108.78,35.24,48.5,12.5,3.5,Completed
SES-002546,2024-07-06,11,EV-003,Lucknow,Uttar Pradesh,Own, DC Fast ,CCS2,Private,UPI,0.65,29.13,12.15,353.93,154.2,74.62,10.68,114.43,39.4,3.2,Completed
SES-002793,2025-04-26,16,EV-081,Jaipur,Rajasthan,Own,DC Fast,Type 2,Private,UPI,1.81,86.91,11.98,1041.18,575.31,155.24,20.37,290.26,33.8,4.2,Completed
SES-004042,2024-04-16,2,EV-003,Pune,Maharashtra,Own,AC Level 2,CHAdeMO,Private,Wallet,0.3,6.02,10.15,61.1,45.69,76.92,9.12,-70.63,43.1,4.5,Completed
SES-001942,2024-08-09,3,EV-017,Chennai,Tamil Nadu,Own,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,1.72,56.1,14.67,822.99,291.94,141.42,21.76,367.87,64.5,4.5,Completed
SES-002758,2025-11-12,17,EV-017,Jaipur,Rajasthan,Own,DC Ultra-Fast,Type 2,Corporate,Card,1.19,168.5,17.19,2896.52,1146.27,173.71,58.39,1518.15,30.7,4.5,Completed
SES-000433,2024-12-22,11,EV-064,Gurugram,Haryana,Own,DC Fast,CCS2,Private,Card,0.42,15.42,14.34,221.12,120.22,112.22,77.64,-88.96,24.3,4.0,Completed
SES-000669,2024-02-27,7,EV-032,Gurugram,Haryana,Own,AC Level 2,Type 2,corporate,UPI,1.27,20.91,9.7,202.83,162.25,182.47,76.68,-218.57,46.8,4.8,Completed
SES-002847,2024-09-05,20,EV-032,Pune,Maharashtra,Franchise,DC Fast,CCS2,Taxi/Ride-share,Wallet,1.0,38.23,15.15,579.18,238.23,130.19,33.82,176.94,26.9,3.7,Completed
SES-002172,2024-02-21,9,EV-082,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Private,Wallet,0.34,13.37,14.78,197.61,78.33,104.67,73.57,-58.96,23.4,4.6,Completed
SES-004291,2024-12-08,11,EV-024,Chennai,Tamil Nadu,Own,DC Ultra-Fast,Type 2,Private,Corporate Account,0.19,20.48,14.59,298.8,105.87,265.28,47.12,-119.47,7.3,4.6,Completed
SES-001057,2025-04-30,9,EV-061,Hyderabad,Telangana,Own,AC Level 2,CHAdeMO,Taxi/Ride-share,Card,0.45,4.99,8.85,44.16,29.84,150.74,13.51,-149.93,26.0,3.6,Completed
SES-002247,2024-12-24,0,EV-020,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CCS2,Fleet,UPI,0.45,7.89,11.79,93.02,62.9,62.53,36.06,-68.47,2.0,4.7,Completed
SES-000733,2024-02-12,15,EV-099,Bengaluru,Karnataka,Partner,AC Level 2,Type 2,Corporate,Card,0.89,14.26,10.84,154.58,96.69,117.38,10.58,-70.07,37.6,4.1,Completed
SES-004699,2025-06-21,2,EV-033,Pune,Maharashtra,Own,DC Fast,Type 2,Taxi/Ride-share,Wallet,1.22,34.66,13.97,484.2,294.02,118.58,43.21,28.39,19.1,3.7,Completed
SES-001904,2024-03-19,10,EV-010,,Gujarat,Partner,AC Level 2,CCS2,Private,UPI,0.86,15.11,8.38,126.62,93.09,115.68,16.27,-98.42,21.4,3.8,Completed
SES-000966,2024-03-03,20,EV-016,Hyderabad,Telangana,Own,DC Ultra-Fast,CCS2,Private,UPI,1.63,123.32,18.07,2228.39,863.69,41.51,16.92,1306.27,28.6,4.5,Completed
SES-004318,2025-06-27,23,EV-022,Bengaluru,Karnataka,Franchise,DC Ultra-Fast,Type 2,Taxi/Ride-share,UPI,1.08,78.3,17.26,1351.46,450.21,90.65,33.77,776.83,28.0,3.7,Completed
SES-002284,2024-02-08,3,EV-050,Gurugram,Haryana,Franchise,AC Level 2,CHAdeMO,Corporate,UPI,1.29,21.06,9.68,203.86,152.57,170.63,79.09,-198.43,28.0,1.9,Completed
SES-004917,2024-03-14,18,EV-040,Bengaluru,Karnataka,Partner,DC Fast,Type 2,Corporate,Wallet,0.33,13.85,13.74,190.3,70.27,87.96,60.17,-28.1,23.5,4.3,Completed
SES-001627,2025-04-05,2,EV-011,Gurugram,Haryana,Own,DC Fast,Type 2,Fleet,Corporate Account,1.02,54.83,12.61,691.41,387.51,41.43,31.65,230.82,30.9,4.2,Completed
SES-004203,2024-01-27,4,EV-077,Gurugram,Haryana,Own,DC Ultra-Fast,Type 2,Fleet,Card,0.15,15.02,19.23,288.83,89.64,66.38,30.19,102.62,13.2,4.5,Completed
SES-001993,2024-06-07,1,EV-085,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Taxi/Ride-share,UPI,1.15,50.68,14.48,733.85,358.68,145.69,68.61,160.87,50.2,4.7,Completed
SES-002668,2024-07-15,20,EV-074,Lucknow,Uttar Pradesh,Own,AC Level 2,CHAdeMO,Private,UPI,1.56,25.72,10.53,270.83,200.33,52.44,57.79,-39.73,33.6,4.0,Failed
SES-003668,2025-11-24,22,EV-049,Hyderabad,Telangana,Franchise,DC Fast,CCS2,Corporate,Card,0.83,41.14,13.7,563.62,319.67,59.16,75.32,109.47,34.0,3.8,Completed
SES-000251,2025-03-23,14,EV-078,Jaipur,Rajasthan,Own,DC Fast,CCS2,Private,Card,1.19,57.73,13.76,794.36,298.59,214.9,63.8,217.07,59.5,5.0,Completed
SES-001286,2024-08-22,2,EV-100,Delhi,Delhi,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.55,29.56,13.67,404.09,227.96,197.73,54.01,-75.61,42.0,2.9,Completed
SES-000132,2024-03-01,9,EV-002,Ahmedabad,Gujarat,Own,AC Level 2,Type 2,Private,UPI,2.92,38.41,10.75,412.91,286.82,34.89,35.74,55.46,50.8,4.3,Completed
SES-002379,2024-11-18,14,EV-010,Gurugram,Haryana,Own,AC Level 2,CHAdeMO,Taxi/Ride-share,Wallet,0.36,7.14,10.86,77.54,45.08,182.88,37.21,-187.63,37.9,3.9,Cancelled
SES-001922,2024-05-15,19,EV-035,Mumbai,Maharashtra,Own,DC Fast,CCS2,Private,Corporate Account,1.79,89.75,14.61,1311.25,448.8,210.03,30.14,622.28,37.3,3.9,Completed
SES-003425,2025-02-24,20,EV-078,Mumbai,Maharashtra,Partner,AC Level 2,CHAdeMO,Private,UPI,2.78,55.4,8.32,460.93,373.11,110.45,47.13,-69.76,57.6,3.0,Completed
SES-002193,2024-10-05,9,EV-020,Hyderabad,Telangana,Own,DC Fast,Type 2,Private,UPI,0.68,31.0,13.14,407.34,249.26,53.34,62.7,42.04,24.6,2.9,Completed
SES-000287,2024-08-02,23,EV-039,Mumbai,Maharashtra,Own,DC Fast,Type 2,Fleet,UPI,1.18,62.43,15.68,978.9,495.14,83.43,70.76,329.57,43.9,3.7,Completed
SES-004217,2024-12-29,0,EV-081,Delhi,Delhi,Own,DC Fast,CCS2,Private,UPI,0.72,30.1,14.71,442.77,171.66,107.38,41.08,122.65,18.3,3.9,Completed
SES-001968,2025-05-03,9,EV-048,Hyderabad,Telangana,Franchise,DC Fast,CCS2,Fleet,UPI,0.65,21.6,12.1,261.36,149.47,105.42,66.96,-60.49,19.7,4.9,Completed
SES-004144,2025-06-17,13,EV-070,Pune,Maharashtra,Franchise,AC Level 2,CCS2,Private,Wallet,0.16,2.71,9.72,26.34,13.86,78.7,59.01,-125.23,31.7,3.8,Completed
SES-003354,2025-12-26,8,EV-053,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Fleet,Corporate Account,1.82,77.78,11.69,909.25,397.69,56.01,9.92,445.63,27.9,3.0,Completed
SES-001814,2025-12-25,6,EV-026,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Corporate,Card,0.8,34.72,11.25,390.6,192.02,132.36,49.35,16.87,36.0,4.9,Completed
SES-002632,2025-05-08,1,EV-052,Pune,Maharashtra,Partner,AC Level 2,CCS2,Private,UPI,0.2,3.6,10.63,38.27,20.42,70.16,36.5,-88.81,9.3,4.7,Completed
SES-004606,2025-04-08,22,EV-084,Lucknow,Uttar Pradesh,Partner,AC Level 2,CCS2,Fleet,Wallet,0.49,5.3,8.39,44.47,33.69,162.76,48.39,-200.37,20.0,4.5,Completed
SES-004393,2025-11-05,22,EV-095,Jaipur,Rajasthan,Franchise,DC Fast,Type 2,Private,UPI,0.69,28.83,15.21,438.5,204.98,24.46,73.97,135.09,36.6,4.4,Completed
SES-004511,2024-12-09,3,EV-066,Delhi,Delhi,Own,DC Fast,CCS2,Fleet,Wallet,0.25,9.43,13.89,130.98,48.06,194.26,34.76,-146.1,12.4,4.2,Completed
SES-004840,2025-06-17,20,EV-099,Bengaluru,Karnataka,Partner,DC Ultra-Fast,CCS2,Fleet,Card,1.75,149.7,15.62,2338.31,839.08,223.51,13.75,1261.97,29.0,4.9,Completed
SES-004775,2025-08-03,17,EV-033,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Corporate,UPI,2.19,31.13,11.98,372.94,224.9,185.3,50.79,-88.05,40.4,4.0,Completed
SES-003427,2025-10-11,12,EV-009,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Private,UPI,0.48,8.28,10.05,83.21,45.53,88.85,26.52,-77.69,14.6,4.4,Completed
SES-004460,2024-10-02,15,EV-069,Ahmedabad,Gujarat,Franchise,DC Fast,Type 2,Fleet,UPI,2.5,124.67,11.23,1400.04,1034.36,28.96,65.86,270.86,44.6,4.6,Completed
SES-002803,2025-02-23,14,EV-062,Gurugram,Haryana,Own,AC Level 2,Type 2,Corporate,UPI,0.73,8.03,11.52,92.51,64.23,34.31,58.58,-64.61,13.3,3.9,Completed
SES-004829,2024-11-05,16,EV-014,Hyderabad,Telangana,Franchise,DC Fast,CCS2,Taxi/Ride-share,Card,2.07,107.5,12.55,1349.12,855.71,135.41,73.95,284.05,68.5,3.3,Cancelled
SES-002943,2025-09-06,13,EV-062,Ahmedabad,Gujarat,Own,DC Fast,Type 2,Private,UPI,0.62,17.05,15.57,265.47,134.41,74.78,75.13,-18.85,31.8,3.6,Completed
SES-001273,2025-05-28,7,EV-051,Mumbai,Maharashtra,Own,DC Ultra-Fast,Type 2,Fleet,Wallet,0.67,52.08,17.91,932.75,270.48,78.26,69.59,514.42,22.4,3.8,Completed
SES-000941,2024-08-13,17,EV-064,Mumbai,Maharashtra,Own,AC Level 2,CHAdeMO,Private,Card,0.31,3.99,11.16,44.53,21.97,145.42,36.15,-159.01,26.3,3.8,Completed
SES-004356,2025-02-02,16,EV-080,Gurugram,Haryana,Partner,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.3,5.68,9.22,52.37,47.36,96.34,77.29,-168.62,27.2,4.2,Completed
SES-003008,2024-04-16,1,EV-012,Bengaluru,Karnataka,Own,DC Fast,CCS2,Private,Card,1.84,87.71,11.04,968.32,602.13,207.69,18.48,140.02,63.8,4.2,Completed
SES-000152,2024-07-12,11,EV-057,Ahmedabad,Gujarat,Partner,DC Fast,CCS2,Corporate,UPI,0.3,8.11,13.72,111.27,54.61,175.99,18.23,-137.56,34.1,3.6,Completed
SES-003384,2024-06-26,23,EV-028,Pune,Maharashtra,Own,AC Level 2,CHAdeMO,Private,Card,0.68,9.48,9.07,85.98,78.26,67.59,59.69,-119.56,34.7,3.9,Cancelled
SES-004310,2025-12-23,4,EV-042,Hyderabad,Telangana,Own,DC Fast,CCS2,Taxi/Ride-share,UPI,0.55,29.39,12.07,354.74,167.21,31.29,25.05,131.19,27.2,3.5,Completed
SES-001306,2025-05-11,7,EV-019,Ahmedabad,Gujarat,Partner,AC Level 2,Type 2,Private,Wallet,2.47,44.93,11.31,508.16,257.05,170.04,41.04,40.03,71.8,4.0,Completed
SES-001948,2025-08-01,15,EV-039,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Taxi/Ride-share,Wallet,0.27,4.23,8.58,36.29,25.56,204.18,77.35,-270.8,11.8,4.8,Completed
SES-000312,2025-03-20,7,EV-003,Mumbai,Maharashtra,Franchise,DC Ultra-Fast,CCS2,Private,Card,0.87,76.19,16.34,1244.94,486.58,252.58,62.49,443.29,15.3,4.4,Completed
SES-000879,2024-02-14,7,EV-052,Hyderabad,Telangana,Franchise,DC Ultra-Fast,CCS2,Private,UPI,1.81,137.33,14.84,2037.98,787.85,156.83,19.01,1074.29,26.9,4.0,Completed
SES-001743,2025-03-25,7,EV-031,Pune,Maharashtra,Franchise,DC Ultra-Fast,CCS2,Private,UPI,1.97,180.0,15.7,2826.0,1346.96,265.07,5.08,1208.89,46.1,4.5,Completed
SES-004372,2025-11-01,16,EV-004,Ahmedabad,Gujarat,Own,DC Fast,CCS2,Corporate,UPI,0.57,30.62,11.89,364.07,168.87,120.17,65.53,9.5,29.6,3.8,Completed
SES-001365,2024-04-17,13,EV-058,Hyderabad,Telangana,Own,DC Fast,CCS2,Private,Wallet,2.73,92.27,12.51,1154.3,750.26,156.91,39.56,207.57,38.9,3.9,Completed
SES-004881,2024-05-29,21,EV-063,Mumbai,Maharashtra,Franchise,DC Fast,CCS2,Taxi/Ride-share,UPI,0.92,33.16,15.0,497.4,255.24,26.31,8.26,207.59,35.8,3.5,Completed
SES-002257,2025-08-19,4,EV-095,Mumbai,Maharashtra,Franchise,DC Ultra-Fast,CCS2,Corporate,UPI,1.78,125.9,17.06,2147.85,691.86,55.77,31.91,1368.31,19.8,4.3,Completed
SES-002957,2025-12-20,15,EV-007,Hyderabad,Telangana,Partner,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.56,11.34,11.63,131.88,91.93,123.51,44.12,-127.68,47.6,4.0,Completed
SES-004647,2025-10-18,0,EV-016,Mumbai,Maharashtra,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.24,3.5,10.27,35.94,21.16,60.34,75.77,-121.33,2.0,4.2,Completed
SES-004725,2025-05-22,11,EV-010,Hyderabad,Telangana,Franchise,DC Fast,Type 2,Private,Card,0.45,15.14,11.56,175.02,87.43,172.68,75.9,-160.99,12.6,4.6,Completed
SES-004160,2025-05-17,21,EV-088,Bengaluru,Karnataka,Partner,AC Level 2,CCS2,Corporate,UPI,0.31,3.29,9.06,29.81,27.59,95.14,25.73,-118.65,8.6,3.1,Completed
SES-001620,2024-03-22,19,EV-093,Gurugram,Haryana,Own,AC Level 2,CCS2,Private,UPI,3.36,50.15,8.58,430.29,338.74,81.43,6.86,3.26,89.6,5.0,Completed
SES-004132,2024-04-27,17,EV-056,Delhi,Delhi,Own,AC Level 2,CCS2,Private,Card,0.71,8.34,8.5,70.89,59.27,126.85,11.97,-127.2,16.0,4.1,Completed
SES-003468,2024-07-15,20,EV-040,Lucknow,Uttar Pradesh,Own,DC Fast,CHAdeMO,Corporate,UPI,1.63,77.61,11.14,864.58,391.12,51.64,9.78,412.04,44.5,3.5,Completed
SES-004932,2024-03-21,5,EV-090,Ahmedabad,Gujarat,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,3.3,41.8,11.45,478.61,272.12,114.49,58.57,33.43,57.4,4.8,Completed
SES-003162,2025-06-02,17,EV-041,Bengaluru,Karnataka,Own,DC Ultra-Fast,Type 2,Private,UPI,1.57,122.88,19.28,2369.13,674.21,43.49,68.5,1582.93,26.7,4.0,Completed
SES-003696,2025-02-10,14,EV-097,Gurugram,Haryana,Own,DC Fast,Type 2,Taxi/Ride-share,Card,0.36,20.04,14.34,287.37,167.12,106.94,47.18,-33.87,20.2,5.0,Completed
SES-001421,2024-04-06,3,EV-043,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Private,Wallet,1.34,17.86,9.31,166.28,102.05,176.1,37.95,-149.82,20.9,4.7,Completed
SES-004939,2025-10-25,14,EV-057,Mumbai,Maharashtra,Own,DC Fast,CCS2,Private,UPI,1.36,57.15,11.91,680.66,374.17,213.15,50.76,42.58,22.7,3.7,Completed
SES-000803,2024-08-10,10,EV-025,Chennai,Tamil Nadu,Partner,AC Level 2,CHAdeMO,Taxi/Ride-share,Wallet,1.28,14.24,9.04,128.73,107.09,53.73,18.54,-50.63,16.9,4.7,Completed
SES-004337,2024-06-21,6,EV-037,Chennai,Tamil Nadu,Own,AC Level 2,CCS2,Private,Card,1.31,20.21,11.92,240.9,142.38,135.7,40.9,-78.08,39.2,4.7,Completed
SES-003752,2024-02-10,5,EV-037,Hyderabad,Telangana,Franchise,AC Level 2,CCS2,Private,UPI,0.62,8.57,9.96,85.36,44.26,185.4,34.26,-178.56,32.1,4.3,Completed
SES-000404,2024-09-19,19,EV-054,Pune,Maharashtra,Franchise,DC Fast,CCS2,Taxi/Ride-share,Wallet,0.43,21.04,12.26,257.95,114.79,181.27,59.51,-97.62,39.7,4.7,Completed
SES-003077,2025-09-05,1,EV-080,Lucknow,Uttar Pradesh,Franchise,AC Level 2,CCS2,Private,Card,0.45,5.29,11.87,62.79,43.93,90.02,77.91,-149.07,38.9,4.0,Completed
SES-003683,2024-08-19,12,EV-035,Chennai,Tamil Nadu,Franchise,DC Fast,CCS2,Corporate,Card,0.91,37.28,15.45,575.98,298.84,91.78,63.21,122.15,23.1,3.5,Completed
SES-000983,2025-12-06,1,EV-025,Bengaluru,Karnataka,Franchise,DC Ultra-Fast,CCS2,Private,,0.48,49.88,18.11,903.33,383.77,327.01,14.34,178.21,9.3,4.9,Completed
SES-004859,2025-04-23,11,EV-079,Hyderabad,Telangana,Own,DC Ultra-Fast,Type 2,Private,UPI,1.48,180.0,19.41,3493.8,1067.29,70.57,40.77,2315.17,41.1,3.9,Completed
SES-003519,2025-08-13,5,EV-078,Lucknow,Uttar Pradesh,Partner,AC Level 2,CHAdeMO,Corporate,Corporate Account,0.22,3.58,11.91,42.64,23.02,138.61,5.45,-124.44,24.1,3.8,Completed
SES-000051,2024-08-22,0,EV-005,Bengaluru,Karnataka,Partner,AC Level 2,CCS2,Fleet,Wallet,0.85,12.01,10.49,125.98,91.61,155.52,54.72,-175.87,29.1,3.1,Completed
SES-002906,2024-12-05,0,EV-049,Delhi,Delhi,Own,DC Ultra-Fast,Type 2,Private,Corporate Account,0.43,47.84,14.36,686.98,280.48,185.03,50.46,171.01,11.0,4.0,Completed
SES-004250,2024-04-12,11,EV-001,Delhi,Delhi,Own,DC Fast,CCS2,Private,UPI,0.15,6.05,12.22,73.93,50.73,43.56,8.72,-29.08,3.4,3.9,Completed
SES-004379,2025-11-10,23,EV-048,Gurugram,Haryana,Own,DC Fast,CHAdeMO,Taxi/Ride-share,Corporate Account,0.78,24.88,11.88,295.57,169.56,37.39,42.46,46.16,27.2,3.8,Cancelled
SES-002572,2024-04-07,7,EV-085,Jaipur,Rajasthan,Own,AC Level 2,Type 2,Private,UPI,0.57,6.28,9.91,62.23,47.87,59.98,55.54,-101.16,29.0,3.6,Completed
SES-002282,2025-09-30,16,EV-078,Pune,Maharashtra,Own,DC Fast,CCS2,Fleet,Corporate Account,0.65,32.7,13.04,426.41,242.38,107.97,54.78,21.28,34.9,4.4,Completed
SES-004003,2025-10-12,9,EV-078,Mumbai,Maharashtra,Franchise,AC Level 2,Type 2,Corporate,UPI,0.2,2.71,10.23,27.72,16.62,132.35,28.28,-149.53,16.2,4.8,Completed
SES-002061,2024-05-20,20,EV-040,Jaipur,Rajasthan,Franchise,DC Fast,Type 2,Corporate,Wallet,0.32,15.58,11.49,179.01,98.01,192.47,14.19,-125.66,50.3,3.9,Failed
SES-000052,2024-05-05,21,EV-020,Delhi,Delhi,Own,DC Ultra-Fast,CCS2,Private,UPI,2.32,180.0,16.12,2901.6,1267.36,76.42,15.78,1542.04,57.5,4.1,Completed
SES-002268,2025-04-23,21,EV-017,Ahmedabad,Gujarat,Partner,DC Fast,CCS2,Fleet,Card,1.22,59.38,13.31,790.35,481.68,210.8,70.43,27.44,30.6,3.8,Completed
SES-002536,2025-04-29,11,EV-085,Chennai,Tamil Nadu,Own,AC Level 2,Type 2,Fleet,Wallet,0.73,8.02,8.43,67.61,50.67,154.02,65.18,-202.26,21.5,3.4,Completed
SES-004140,2024-11-22,12,EV-015,Delhi,Delhi,Own,AC Level 2,CCS2,Taxi/Ride-share,UPI,0.96,9.81,10.73,105.26,50.66,70.29,40.34,-56.03,25.3,4.3,Failed
SES-000025,2025-04-13,2,EV-030,Lucknow,Uttar Pradesh,Franchise,AC Level 2,Type 2,Corporate,UPI,2.56,46.62,11.0,512.82,246.57,127.44,65.38,73.43,46.1,3.9,Completed
SES-001203,2024-01-18,20,EV-086,Gurugram,Haryana,Franchise,AC Level 2,CCS2,Private,Corporate Account,0.63,10.16,8.35,84.84,68.11,136.95,14.33,-134.55,27.9,4.4,Completed
SES-002065,2025-08-04,5,EV-019,Bengaluru,Karnataka,Own,AC Level 2,Type 2,Taxi/Ride-share,UPI,0.36,4.1,8.74,35.83,22.24,194.81,66.47,-247.69,10.8,4.5,Completed
SES-003772,2025-01-24,1,EV-008,Mumbai,Maharashtra,Own,DC Fast,CCS2,Fleet,UPI,0.34,10.74,14.41,154.76,63.25,68.71,11.35,11.45,32.3,4.3,Completed
SES-001823,2025-07-11,15,EV-032,Gurugram,Haryana,Partner,DC Fast,CCS2,Taxi/Ride-share,Wallet,0.97,44.36,14.2,629.91,234.59,32.51,29.92,332.89,22.0,4.6,Completed
SES-003542,2024-03-23,5,EV-048,Mumbai,Maharashtra,Partner,AC Level 2,CCS2,Private,Wallet,0.42,4.21,11.04,46.48,32.78,68.64,31.59,-86.53,19.9,3.5,Completed
SES-001979,2024-12-13,18,EV-015,Pune,Maharashtra,Own,DC Fast,CCS2,Fleet,Card,1.28,63.44,13.64,865.32,396.29,77.6,65.53,325.9,37.1,4.3,Completed
SES-001836,2025-07-22,1,EV-040,Delhi,Delhi,Franchise,DC Fast,Type 2,Corporate,Card,0.15,7.75,13.04,101.06,61.02,215.8,64.57,-240.33,18.4,3.0,Completed
SES-002209,2024-10-28,4,EV-018,Gurugram,Haryana,Own,DC Fast,CCS2,Private,UPI,1.21,67.13,14.79,992.85,534.1,80.4,76.5,301.85,42.3,3.3,Completed
SES-002508,2024-11-21,9,EV-043,Chennai,Tamil Nadu,Franchise,AC Level 2,CHAdeMO,Taxi/Ride-share,UPI,0.45,4.52,10.53,47.6,28.78,32.76,40.13,-54.07,30.3,3.8,Completed
SES-002174,2024-12-22,23,EV-030,Pune,Maharashtra,Partner,AC Level 2,CCS2,Private,Card,0.25,5.1,9.76,49.78,29.14,118.3,34.54,-132.2,27.5,3.6,Completed
SES-003112,2025-06-02,7,EV-017,Jaipur,Rajasthan,Franchise,DC Fast,CHAdeMO,Taxi/Ride-share,UPI,0.83,27.05,12.09,327.03,145.73,140.84,78.05,-37.59,45.8,4.1,Completed
SES-000593,2025-10-22,15,EV-003,Bengaluru,Karnataka,Franchise,DC Fast,CCS2,Corporate,Card,0.22,7.03,11.61,81.62,57.39,45.86,72.37,-94.0,2.0,4.1,Completed
SES-004635,2024-01-25,2,EV-014,Delhi,Delhi,Own,DC Fast,CCS2,Taxi/Ride-share,Wallet,0.54,23.62,15.22,359.5,169.31,62.48,59.67,68.04,23.7,4.0,Completed
SES-000273,2025-04-15,21,EV-095,Jaipur,Rajasthan,Own,DC Fast,Type 2,Taxi/Ride-share,UPI,1.02,43.07,12.91,556.03,276.99,26.72,75.32,177.0,45.5,3.9,Completed
SES-003666,2025-04-16,23,EV-025,Pune,Maharashtra,Own,AC Level 2,CCS2,Fleet,Card,0.5,5.52,8.12,44.82,42.52,127.48,46.55,-171.73,24.5,3.6,Completed
SES-000582,2025-12-20,19,EV-087,Jaipur,Rajasthan,Own,DC Fast,CHAdeMO,Private,Card,0.71,27.37,13.73,375.79,177.05,122.07,44.92,31.75,38.3,3.4,Completed
SES-003590,2025-01-22,11,EV-019,Bengaluru,Karnataka,Own,AC Level 2,CHAdeMO,Private,UPI,0.2,2.07,8.73,18.07,10.37,101.35,69.89,-163.54,37.3,3.6,Completed
SES-000952,2025-01-12,20,EV-015,Bengaluru,Karnataka,Own,AC Level 2,CCS2,Fleet,Wallet,1.18,14.25,9.51,135.52,100.91,198.21,39.04,-202.64,10.5,4.0,Completed
SES-001208,2024-03-20,14,EV-029,Pune,Maharashtra,Own,DC Fast,CHAdeMO,Private,Card,1.17,31.89,12.85,409.79,254.06,183.26,15.91,-43.44,31.0,3.8,Completed
SES-004882,2025-08-28,20,EV-093,Mumbai,Maharashtra,Partner,AC Level 2,CCS2,Private,Wallet,2.43,41.17,11.24,462.75,270.59,50.78,46.16,95.22,75.5,3.4,Completed
SES-000323,2025-07-23,17,EV-019,Mumbai,Maharashtra,Own,DC Fast,CHAdeMO,Fleet,Card,1.29,59.33,11.33,672.21,397.97,171.24,49.03,53.97,46.5,3.9,Completed
SES-003080,2025-02-28,23,EV-064,Delhi,Delhi,Own,DC Ultra-Fast,CHAdeMO,Taxi/Ride-share,Card,1.35,172.78,18.79,3246.54,1423.76,94.12,5.08,1723.58,62.1,5.0,Completed
SES-001851,2024-09-21,19,EV-093,Lucknow,Uttar Pradesh,Own,DC Ultra-Fast,CCS2,Corporate,UPI,0.32,30.8,16.79,517.13,248.02,320.45,5.18,-56.52,18.7,3.6,Completed
SES-002721,2025-05-10,21,EV-035,Lucknow,Uttar Pradesh,Franchise,DC Fast,CCS2,Corporate,Card,1.97,57.06,11.83,675.02,373.38,161.78,11.45,128.41,26.5,3.9,Completed
SES-001866,2025-05-25,2,EV-012,Chennai,Tamil Nadu,Own,DC Ultra-Fast,CCS2,Corporate,UPI,0.28,30.0,14.31,429.3,199.05,216.08,72.73,-58.56,20.8,4.1,Completed
SES-000011,2024-02-16,7,EV-029,Hyderabad,Telangana,Franchise,DC Fast,Type 2,Corporate,Corporate Account,0.99,41.8,11.92,498.26,239.76,20.93,72.09,165.48,28.7,4.4,Completed
SES-002642,2024-11-20,6,EV-082,Jaipur,Rajasthan,Partner,DC Fast,Type 2,Private,UPI,0.8,25.01,14.93,373.4,189.18,33.57,40.31,110.34,29.5,4.2,Completed
SES-002830,2024-10-01,10,EV-089,Jaipur,Rajasthan,Own,DC Fast,CCS2,Private,Wallet,1.74,68.84,15.29,1052.56,487.82,149.0,69.47,346.27,30.3,3.9,Completed
SES-001008,2024-09-18,11,EV-054,Jaipur,Rajasthan,Franchise,AC Level 2,CCS2,Private,Card,0.17,3.28,9.19,30.14,21.98,63.08,25.64,-80.56,35.6,3.9,Completed
SES-003323,2024-12-08,21,EV-071,Gurugram,Haryana,Partner,DC Fast,CCS2,Taxi/Ride-share,Card,1.09,36.81,14.32,527.12,205.5,185.34,30.19,106.09,23.7,5.0,Completed
SES-004608,2024-10-26,19,EV-011,Jaipur,Rajasthan,Franchise,DC Ultra-Fast,CHAdeMO,Private,Wallet,0.63,75.88,14.23,1079.77,519.91,264.78,25.98,269.1,56.0,4.2,Completed
SES-004687,2024-06-24,2,EV-029,Gurugram,Haryana,Own,DC Fast,CCS2,Private,Card,2.21,119.12,14.46,1722.48,835.32,194.35,43.1,649.71,43.6,4.5,Completed
SES-003988,2025-09-20,2,EV-097,Delhi,Delhi,Franchise,DC Ultra-Fast,CCS2,private,UPI,3.35,180.0,19.4,3492.0,1061.84,165.14,53.65,2211.37,38.9,3.7,Completed
